blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueWins
19,2,0,4,6,1,1,17702,229,46,1
20,4,0,7,3,1,0,17255,215,52,0
17,2,1,3,4,1,0,16875,218,37,0
40,3,0,1,7,0,0,16064,171,52,0
15,1,1,6,5,0,0,17787,226,52,0
13,0,1,9,9,1,0,18503,206,56,0
14,9,1,8,4,1,1,18382,232,39,1
12,2,0,3,12,0,0,15677,178,36,0
14,2,0,4,2,0,0,19421,229,72,1
17,2,1,8,5,0,0,18799,228,52,1
18,1,1,5,5,1,1,18389,244,56,1
16,2,0,14,17,1,1,16965,150,47,1
16,2,0,3,5,0,0,17861,230,55,1
16,4,0,0,5,0,0,17736,246,64,0
12,1,1,2,5,1,0,17688,231,53,1
16,2,0,5,11,1,0,16987,213,55,0
17,1,1,9,6,0,0,18429,208,44,0
16,5,1,17,10,0,0,20839,239,52,1
23,4,0,5,5,1,0,18195,223,54,0
19,2,0,8,7,0,0,16912,233,43,1
19,3,1,4,2,2,1,17823,244,56,1
16,3,1,10,9,1,0,17045,201,35,0
18,5,1,8,6,1,1,18220,211,64,0
15,3,1,3,5,0,0,16871,218,39,0
23,3,1,4,7,1,0,17115,217,43,1
27,2,0,5,8,0,0,16504,177,44,0
18,4,1,9,6,2,1,18253,226,57,0
13,1,1,13,6,1,0,17668,220,32,1
19,2,1,7,5,0,0,17031,199,45,1
13,1,1,7,5,2,1,18495,220,52,0
16,3,0,3,3,1,0,17750,238,52,0
17,2,0,3,5,0,0,14884,183,38,0
16,2,0,3,4,0,0,17354,240,48,1
19,1,1,3,5,0,0,18460,229,64,0
23,1,0,2,5,2,1,18286,224,60,1
16,1,0,11,4,1,0,19512,258,48,1
17,4,1,4,4,1,0,17000,219,54,1
52,4,0,4,8,1,0,16507,190,53,0
15,5,0,9,4,1,0,18528,209,48,0
16,2,0,9,4,0,0,18067,202,52,1
19,13,1,3,2,1,1,16848,212,40,0
14,1,1,8,6,0,0,19197,215,56,1
17,5,1,5,5,1,1,18244,235,56,0
15,1,1,10,6,1,0,20017,238,56,1
18,3,1,10,9,1,0,17735,219,55,0
13,6,0,10,11,1,0,16194,193,35,1
30,0,0,6,5,0,0,17531,219,56,0
17,1,0,5,10,0,0,17057,210,58,0
12,3,0,7,6,0,0,16981,211,56,0
18,1,0,7,8,0,0,17263,189,40,0
17,6,1,2,1,1,1,16741,244,43,1
16,1,0,11,5,0,0,19652,224,41,0
14,4,0,3,10,1,0,17939,211,58,0
15,3,0,4,9,0,0,15883,169,41,0
16,2,1,3,2,1,0,17686,217,68,1
65,4,0,3,5,0,0,17765,221,67,0
11,3,1,9,1,0,0,19315,251,52,1
21,3,0,15,16,2,1,16835,205,44,1
12,2,0,1,7,0,0,17341,236,54,0
21,2,0,10,7,1,0,20002,227,76,1
15,1,0,3,6,1,1,17014,225,56,0
15,2,1,5,9,0,0,17540,232,51,0
13,4,0,2,5,0,0,17481,238,40,0
14,4,1,9,1,1,0,19620,255,44,1
18,1,0,7,8,0,0,18276,229,52,0
18,4,0,2,11,0,0,15286,191,48,0
15,1,0,2,11,0,0,16673,202,53,0
13,0,1,11,5,2,1,19634,247,50,1
13,3,1,5,8,1,0,16282,175,49,0
14,4,0,6,7,0,0,17709,218,47,0
15,5,0,3,5,1,0,17760,247,45,1
39,3,0,1,2,1,0,18690,256,52,1
14,3,0,6,7,1,0,16285,197,40,0
16,2,1,7,2,2,1,18772,227,67,1
18,1,0,6,7,1,1,18541,238,48,0
37,2,1,6,5,1,1,17576,225,48,0
16,3,1,10,4,0,0,18740,193,47,1
14,4,1,9,5,1,0,17636,163,56,1
18,2,0,2,4,2,1,18046,241,44,0
15,3,1,8,4,1,0,19070,217,76,1
14,1,1,6,3,0,0,19337,251,68,0
40,2,1,4,7,0,0,18551,224,70,0
18,2,0,6,12,0,0,17663,193,52,0
14,0,1,6,4,2,1,17733,211,56,1
17,4,1,2,4,0,0,18302,221,47,0
18,0,1,8,5,1,0,18993,217,64,0
16,1,0,0,8,0,0,14678,153,78,0
16,1,1,8,1,1,0,19092,234,48,1
14,5,1,11,5,1,0,19093,227,44,1
17,1,1,5,6,1,0,18246,233,47,1
48,3,1,3,5,0,0,16271,205,36,0
16,3,0,4,6,1,0,17007,232,24,0
26,3,1,4,5,1,0,17539,211,60,0
19,5,0,4,4,0,0,17899,199,49,1
124,1,1,10,4,0,0,20432,223,72,1
15,1,0,6,3,2,1,19245,247,68,1
17,2,0,4,5,0,0,16513,210,41,1
16,2,1,9,1,2,1,19233,230,55,1
17,0,0,4,5,1,0,16622,214,43,0
13,1,1,9,3,2,1,19029,247,41,1
15,3,1,10,6,2,1,18807,214,71,1
15,2,0,7,5,1,0,19399,231,48,0
17,1,1,7,3,0,0,18456,255,47,1
14,2,0,3,3,1,0,16768,234,52,0
59,7,1,7,7,1,1,17748,195,51,0
18,2,0,3,4,1,1,17924,242,56,1
12,1,0,5,8,1,1,18695,231,63,1
17,4,0,7,7,0,0,18315,231,48,1
10,0,0,6,8,0,0,18802,240,43,0
14,3,1,2,8,0,0,15958,222,50,0
17,8,1,8,5,1,0,17463,237,43,0
38,2,0,5,9,1,0,16785,186,43,0
26,1,0,6,6,2,1,17101,191,56,0
16,1,1,3,5,1,0,17247,207,61,1
23,7,1,9,6,1,0,18823,223,47,1
17,1,1,5,4,0,0,18340,252,48,1
20,3,0,4,3,1,0,18694,235,62,0
27,5,0,4,6,0,0,16969,200,40,1
15,2,0,5,10,1,0,16739,194,37,0
15,4,0,5,11,0,0,16945,182,43,1
19,5,1,6,10,0,0,16711,205,37,0
67,3,0,6,8,0,0,15646,172,50,0
16,3,1,1,7,0,0,15720,222,36,0
17,1,0,6,10,0,0,17146,212,44,1
37,2,0,7,7,0,0,16667,174,36,1
15,1,1,9,7,0,0,18183,196,68,1
13,3,0,1,6,0,0,18642,240,64,0
16,3,1,5,4,1,0,18711,227,55,0
13,5,1,6,1,0,0,18512,242,52,0
18,4,0,12,9,0,0,19301,232,44,1
25,0,0,11,10,1,0,19093,236,50,1
11,2,1,5,8,1,0,17452,237,50,1
30,4,0,5,6,0,0,18068,210,52,0
14,0,0,3,6,0,0,19145,241,72,1
15,1,0,6,14,0,0,16887,196,56,1
15,2,0,10,10,0,0,17194,197,34,1
53,2,1,8,6,0,0,18697,202,55,1
18,3,0,4,7,0,0,18339,247,46,0
16,2,0,5,3,0,0,17888,226,36,0
16,6,1,5,7,0,0,17793,243,52,1
15,4,0,5,4,0,0,17234,201,37,0
15,4,1,11,6,1,0,17045,190,50,1
13,0,0,5,15,0,0,17397,216,49,0
13,6,1,5,6,2,1,18139,230,63,0
17,1,0,9,9,0,0,20198,240,63,1
16,1,1,8,4,2,1,19000,242,46,1
19,4,0,11,1,1,1,20985,263,61,1
16,2,1,7,7,1,0,16642,199,40,0
20,7,0,9,8,1,0,19032,237,42,0
17,2,0,5,5,1,0,17002,186,51,0
14,2,1,10,10,1,0,19480,213,76,0
27,9,0,6,5,1,0,18950,238,64,1
10,4,0,10,5,1,1,19051,200,64,0
20,2,0,6,8,0,0,18911,233,51,0
21,1,1,13,4,1,0,18343,187,46,1
15,4,1,6,3,1,0,18839,235,59,1
14,1,0,6,5,1,0,17895,217,56,0
16,6,0,7,6,0,0,19312,237,50,1
15,3,0,4,9,0,0,16395,181,40,0
14,2,1,6,3,0,0,17860,224,41,1
14,6,1,4,5,0,0,17251,218,49,1
15,1,1,10,5,0,0,18248,214,52,1
12,3,1,10,6,0,0,19946,236,48,0
18,6,0,5,7,0,0,19296,215,61,1
21,5,0,5,9,1,0,17750,229,60,0
13,1,1,10,10,1,0,18806,222,52,0
14,3,1,7,4,0,0,17238,201,44,0
16,3,0,4,11,1,1,17002,213,57,0
44,3,0,13,12,1,0,20673,215,72,1
19,0,0,5,3,1,1,17388,205,52,0
87,4,1,4,9,1,1,18077,237,55,1
17,6,0,7,3,0,0,18439,231,44,1
12,0,0,6,10,0,0,17343,188,52,0
20,1,0,5,8,0,0,17971,233,44,0
13,4,0,7,8,1,0,17795,221,51,1
19,2,0,5,9,0,0,17286,194,50,0
14,2,1,8,7,1,0,18967,224,52,1
18,6,0,3,2,0,0,19274,231,52,1
15,2,0,1,6,0,0,16550,209,47,0
17,2,1,9,10,1,0,16748,203,50,1
13,1,0,2,13,0,0,14294,163,52,0
18,0,1,14,4,0,0,18552,220,53,1
15,4,0,3,11,0,0,15120,158,44,0
22,4,1,9,3,0,0,17435,213,43,1
23,3,0,4,6,0,0,18715,261,56,0
11,0,1,8,13,0,0,18045,198,51,1
17,1,1,4,1,1,0,19667,232,66,0
46,4,1,4,0,1,1,19072,272,50,0
20,1,0,2,7,1,0,16775,225,53,0
14,3,1,7,2,1,1,20071,248,66,1
15,1,1,2,4,0,0,18018,236,58,1
14,0,1,12,7,0,0,18548,176,53,1
14,0,0,3,5,0,0,17163,203,52,0
20,1,0,7,9,0,0,18251,231,49,1
22,7,0,7,16,0,0,15402,177,52,0
22,1,0,3,5,0,0,16596,219,32,1
16,1,1,6,8,0,0,17938,231,40,1
14,4,1,7,11,0,0,17166,195,42,0
12,2,0,2,5,0,0,16231,216,50,0
15,2,1,6,4,2,1,19133,214,48,1
15,3,0,4,11,1,0,16617,183,60,0
23,2,0,3,8,0,0,15493,169,46,0
48,4,0,1,6,0,0,16539,220,52,0
16,1,1,9,4,1,0,18824,228,48,1
14,4,0,6,6,0,0,17652,240,32,0
38,5,0,4,5,1,1,18863,222,55,0
41,3,1,8,7,2,1,18953,215,62,1
35,0,1,6,4,2,1,19158,195,60,1
14,3,1,3,3,0,0,18342,215,64,1
18,2,0,5,8,1,0,17908,211,60,1
18,2,0,4,3,0,0,18632,252,52,0
15,3,0,7,8,0,0,16307,169,44,1
11,3,1,10,12,1,1,17640,203,40,1
19,1,0,7,4,1,0,18552,240,56,1
13,0,1,12,3,1,0,19743,254,48,1
12,1,0,4,5,0,0,17571,186,45,0
104,2,0,9,8,0,0,17230,216,39,0
16,3,1,9,5,1,0,17163,197,40,1
35,2,1,3,6,0,0,16970,198,36,1
19,5,1,4,5,0,0,18913,248,60,0
21,1,0,5,10,0,0,16498,206,45,1
16,3,1,9,8,0,0,16462,212,36,1
18,1,0,5,5,1,0,15926,179,36,0
16,2,0,1,9,0,0,16245,188,49,0
18,2,1,6,4,0,0,17199,215,44,0
12,2,1,5,12,2,1,17442,212,51,0
14,2,0,3,6,0,0,16728,201,48,0
13,13,1,8,7,1,0,17105,190,56,0
15,23,0,8,13,0,0,16909,165,42,0
17,2,0,5,11,1,0,16202,209,42,0
13,2,1,9,6,0,0,17113,209,43,0
18,2,0,4,7,0,0,16945,194,50,0
15,4,1,4,6,0,0,17392,227,46,1
41,8,0,3,5,0,0,17980,214,58,0
20,1,1,5,9,0,0,15541,188,48,0
15,1,0,2,8,1,1,17470,219,60,0
12,2,0,3,7,0,0,15769,191,44,0
47,2,0,7,7,0,0,17777,193,49,0
21,0,0,5,7,0,0,15375,208,39,0
14,0,1,3,6,2,1,17700,234,40,0
14,5,1,5,9,0,0,15638,196,25,1
15,2,1,2,3,1,1,18159,247,56,1
18,2,1,8,2,1,1,18916,207,60,0
15,2,1,4,1,2,1,18965,264,75,1
14,2,1,9,4,1,0,20134,231,55,1
21,5,1,8,6,0,0,18233,202,54,0
20,1,0,8,6,0,0,18448,192,44,0
17,4,1,8,7,1,1,18680,245,44,0
33,0,0,2,10,0,0,13939,150,48,0
16,7,1,4,5,0,0,16234,213,36,1
16,2,1,3,7,0,0,17956,214,56,0
16,2,1,8,7,0,0,15799,196,39,0
16,3,0,3,3,0,0,17670,232,48,1
23,3,1,5,1,1,0,19002,239,64,1
18,7,1,7,1,1,0,19346,234,60,1
20,2,1,6,4,1,0,19189,229,62,1
16,1,1,6,6,0,0,17848,228,40,1
17,5,1,9,13,0,0,16554,175,42,1
10,0,0,5,8,0,0,18220,225,46,0
18,1,0,4,7,1,0,16054,170,52,0
17,2,1,2,3,0,0,18376,233,72,0
19,2,0,5,5,0,0,18782,233,48,1
24,5,1,7,7,0,0,17575,194,54,1
13,2,0,2,5,0,0,18411,232,44,0
73,1,1,4,5,0,0,17936,215,45,1
57,3,0,6,9,1,0,16324,210,41,1
37,3,0,8,5,0,0,17579,227,32,1
88,2,1,10,2,1,0,20483,234,52,1
12,0,0,1,7,0,0,17958,271,60,1
19,0,0,9,6,0,0,18134,219,40,1
12,2,0,5,8,0,0,17669,209,56,0
14,3,0,5,4,2,1,19838,245,60,1
41,2,1,3,3,1,0,15613,173,47,0
84,3,1,10,5,0,0,18437,222,44,1
13,2,1,7,12,1,0,17779,194,56,1
17,1,0,8,7,0,0,19202,229,54,1
17,1,0,2,2,0,0,19463,271,64,0
18,0,0,5,7,0,0,17038,217,40,0
16,2,0,6,6,0,0,17691,207,59,1
25,3,0,5,7,0,0,17258,205,44,1
10,6,1,6,9,0,0,16343,202,47,0
16,4,0,10,6,0,0,18832,207,44,1
37,2,0,6,8,0,0,17315,199,58,0
86,3,1,6,3,1,1,18998,252,56,0
15,7,1,8,4,1,0,17190,199,58,1
18,2,0,5,6,2,1,17744,236,56,0
17,5,1,7,6,1,0,17698,246,39,1
16,2,1,2,5,1,1,18136,236,42,0
14,3,0,7,3,1,0,18658,228,40,1
18,5,1,10,9,0,0,16110,176,48,1
14,4,1,7,7,0,0,17415,194,52,0
28,18,0,8,4,0,0,18183,222,57,1
18,1,0,6,4,0,0,18271,252,60,1
18,5,0,7,7,1,0,16268,188,40,0
17,2,1,5,4,1,0,18479,256,44,1
13,1,1,6,2,0,0,18346,234,44,1
15,2,1,9,3,1,0,19338,211,52,1
17,1,1,5,6,0,0,18303,222,48,1
16,0,0,5,12,1,0,16791,206,41,0
17,4,0,2,6,0,0,17801,218,43,0
16,1,0,7,9,0,0,18123,206,44,1
21,6,1,4,3,2,1,18427,239,64,1
19,3,0,10,10,0,0,18411,221,33,0
24,1,1,4,3,1,1,18048,242,54,1
16,2,1,13,5,1,1,18978,194,43,1
18,2,0,6,5,0,0,17340,211,52,0
17,5,1,8,4,0,0,19015,239,51,1
15,0,0,6,6,0,0,17800,226,42,0
13,1,0,1,3,0,0,17215,221,59,0
15,2,0,3,4,0,0,16546,203,40,1
15,6,1,6,2,0,0,18774,270,43,0
52,2,1,13,5,0,0,18335,232,39,1
14,3,0,0,6,0,0,17915,255,54,0
25,4,1,5,3,1,1,19474,264,59,0
35,0,0,3,6,1,0,16659,179,54,1
15,1,0,3,7,0,0,17735,220,69,0
17,1,0,5,2,0,0,19541,238,59,1
15,6,0,8,4,1,0,18899,206,60,0
15,3,1,6,7,2,1,17653,198,60,1
16,2,0,4,3,1,0,18324,233,46,0
20,3,1,10,2,1,0,19265,239,60,1
14,3,0,4,2,1,1,19687,226,72,0
16,3,0,10,7,0,0,18614,201,48,1
15,2,0,6,5,0,0,17369,192,43,1
17,2,1,4,4,0,0,17179,221,40,1
18,2,1,1,1,1,0,17085,219,52,1
20,2,1,4,4,0,0,19023,248,66,1
16,3,1,11,6,0,0,16640,191,38,1
17,4,1,5,5,0,0,16881,232,39,1
38,0,1,8,7,0,0,17425,197,54,0
15,0,0,6,6,1,0,17430,206,52,1
15,1,0,0,4,0,0,16571,207,48,0
14,8,0,6,7,1,0,17641,237,48,0
18,5,1,2,3,0,0,17357,241,48,0
17,1,0,6,8,0,0,16986,203,48,0
16,0,0,6,8,1,0,17335,186,54,0
11,1,0,5,9,1,0,17435,199,69,0
16,4,1,6,5,1,1,16994,180,41,0
15,2,0,11,7,0,0,17942,219,35,1
24,2,0,7,9,0,0,18147,212,59,0
14,3,0,8,4,0,0,19524,193,57,1
23,2,1,12,5,0,0,16818,189,26,1
14,0,0,3,7,0,0,16819,215,52,0
13,2,1,7,6,1,0,17760,193,47,1
46,1,0,4,10,0,0,16607,188,45,0
17,7,0,7,7,0,0,17336,216,40,0
15,2,0,4,7,1,0,19000,249,56,0
13,6,1,4,4,0,0,18954,250,47,1
17,0,0,2,9,0,0,15189,182,43,0
24,5,0,8,10,0,0,18073,224,41,1
14,1,1,15,3,0,0,19801,261,32,0
33,3,0,9,12,0,0,18637,209,54,0
17,1,0,1,5,1,0,16302,217,39,0
35,1,0,4,4,0,0,18699,253,62,1
14,3,0,2,7,0,0,18734,252,68,0
16,2,1,7,7,2,1,18848,235,43,1
15,3,1,5,2,1,0,18070,203,48,1
16,2,0,10,13,0,0,17540,200,35,0
14,3,0,3,10,0,0,15941,215,52,0
13,3,0,4,5,0,0,17342,207,38,1
18,1,1,4,12,0,0,16168,208,39,0
23,6,0,3,4,0,0,18666,245,51,1
18,3,1,3,4,1,0,16473,220,48,1
15,2,1,7,5,0,0,17147,199,65,1
19,2,0,6,5,1,0,17721,204,39,0
21,6,1,6,2,1,1,19773,242,60,1
17,0,1,3,9,0,0,13497,158,45,0
16,6,1,12,6,1,0,18437,226,42,1
19,4,1,3,5,0,0,18088,228,56,0
18,19,1,5,2,1,0,18543,251,39,1
19,3,0,9,5,1,0,19139,257,45,1
20,2,0,7,3,0,0,20449,224,63,1
13,3,1,7,6,0,0,16760,214,42,0
16,2,0,6,6,0,0,17204,211,31,1
11,3,1,8,2,1,0,17983,220,56,1
38,0,1,11,6,1,0,19389,197,56,1
52,4,0,10,4,1,0,19714,230,64,1
12,1,0,4,6,0,0,19022,248,64,0
12,2,1,6,7,0,0,16372,203,51,1
17,2,1,3,11,1,0,16487,200,48,0
20,7,0,7,8,1,0,17591,193,40,0
14,6,0,2,8,1,1,16914,210,44,0
28,6,0,14,6,0,0,17275,174,46,1
15,3,1,6,10,0,0,16581,190,41,0
13,2,1,10,4,0,0,19402,224,45,0
35,3,1,13,5,0,0,20776,212,59,1
13,0,0,9,5,1,0,18525,255,44,0
17,0,0,8,10,1,1,19285,214,63,0
34,1,1,9,4,2,1,19140,263,58,1
15,3,1,4,10,0,0,16927,212,56,0
13,3,1,6,3,0,0,18426,226,51,1
14,4,1,9,8,1,0,17330,194,35,1
17,4,1,4,3,0,0,17438,215,53,1
16,4,1,2,3,0,0,19166,242,83,1
11,3,1,8,8,0,0,17386,208,41,0
13,5,0,13,3,1,1,20110,223,40,1
42,4,0,3,5,0,0,18205,233,52,0
37,5,0,10,6,0,0,18278,192,45,0
156,0,1,10,6,2,1,20663,216,73,1
18,2,1,9,5,1,1,19614,225,56,1
15,1,1,8,9,0,0,18174,209,36,1
30,0,1,9,9,0,0,17546,214,47,0
15,1,1,14,4,0,0,20132,218,56,1
14,1,0,7,14,0,0,16919,190,40,0
17,1,1,10,6,0,0,18239,223,61,1
16,4,1,4,3,1,0,17326,224,56,1
14,1,0,5,12,0,0,16435,222,40,0
14,4,1,3,2,0,0,16687,215,48,1
13,2,1,10,8,2,1,17157,206,56,1
13,1,1,7,8,1,0,17810,202,42,1
11,0,0,2,7,0,0,15621,224,0,0
14,0,0,6,7,0,0,18823,205,53,0
81,1,0,5,6,0,0,17801,202,39,1
13,1,0,2,9,0,0,14831,185,40,0
12,3,1,8,2,0,0,20290,258,49,1
15,2,0,4,11,0,0,16656,216,49,0
13,3,0,3,7,1,1,17570,229,45,1
16,3,1,8,6,0,0,16741,200,44,0
21,0,1,10,5,1,1,19214,231,44,0
15,1,1,6,2,2,1,18708,236,56,1
15,1,1,4,4,0,0,18074,209,45,1
17,2,1,4,3,1,0,18484,241,52,1
15,1,1,16,5,1,0,18636,203,37,1
16,1,0,5,3,0,0,18880,235,60,1
17,2,0,9,10,1,0,16923,197,49,0
13,2,1,9,5,1,0,16575,206,36,1
17,4,1,9,10,0,0,18326,224,40,0
17,3,1,2,10,0,0,17930,227,60,0
14,1,0,5,8,0,0,18191,254,48,0
37,3,0,3,7,0,0,16908,197,48,0
15,3,0,8,7,0,0,19884,232,35,0
23,5,1,7,6,1,0,19173,255,52,1
13,2,0,8,6,1,0,18788,202,56,1
16,4,0,2,2,1,1,17269,208,52,0
42,5,1,5,8,0,0,17363,221,48,0
15,3,0,8,8,1,0,18217,217,60,1
13,0,1,3,8,0,0,16005,183,53,0
15,1,0,3,5,0,0,17793,220,55,0
12,2,0,5,9,1,1,17165,183,59,0
18,0,0,4,3,0,0,17725,215,36,0
17,4,0,4,3,0,0,17197,178,48,0
16,1,1,5,2,0,0,19858,250,64,1
15,3,0,7,12,2,1,18118,222,63,0
15,3,0,13,8,1,1,20463,220,68,1
22,2,0,8,4,0,0,17585,205,46,1
20,2,1,11,9,1,1,19250,206,55,1
24,1,1,11,4,2,1,16164,199,48,1
16,3,1,9,3,1,0,18330,234,58,1
22,4,0,7,2,0,0,18900,225,68,0
15,3,1,10,6,0,0,19569,245,41,1
15,3,1,5,6,0,0,17384,170,56,0
18,3,1,11,9,1,0,18626,223,52,0
15,3,0,7,6,1,0,18363,225,61,1
18,3,1,12,4,1,0,20590,220,40,1
18,2,0,8,8,0,0,16336,175,56,0
14,2,1,10,4,1,0,20353,205,63,1
13,2,1,8,1,1,0,18837,203,52,1
15,3,0,8,12,0,0,18755,207,30,0
17,2,1,8,5,0,0,17788,217,43,1
21,3,0,4,2,0,0,18881,222,60,1
17,2,1,11,2,0,0,19465,221,37,0
14,6,1,7,3,0,0,19184,238,45,0
12,4,0,7,4,0,0,17213,211,54,1
17,5,1,7,8,0,0,17169,188,44,1
14,2,0,10,4,1,0,19556,252,47,1
12,1,1,13,6,0,0,18795,199,42,0
18,1,1,2,1,1,0,18530,269,56,1
31,2,1,5,5,0,0,17524,217,51,0
12,5,1,5,6,0,0,18697,247,49,1
41,3,0,10,4,1,1,19917,210,43,0
12,3,0,6,7,1,0,17169,203,52,1
17,1,1,12,4,1,0,17762,193,50,1
18,2,0,4,6,1,0,17629,210,51,0
14,3,0,10,7,0,0,19146,205,39,0
18,2,0,15,6,0,0,18115,213,40,0
15,2,1,14,4,1,0,19211,213,46,0
17,4,0,6,9,1,0,18842,201,64,1
28,4,0,9,10,0,0,16867,207,45,0
14,2,1,7,1,1,0,18570,221,50,1
19,6,0,5,5,0,0,17366,229,47,0
14,0,0,4,7,0,0,17139,207,56,1
14,2,0,5,8,1,0,16824,198,46,1
14,3,0,2,12,0,0,16377,194,41,0
86,2,0,2,4,0,0,18239,207,65,0
14,2,0,5,6,0,0,16578,202,28,0
18,2,1,9,4,0,0,17496,195,44,1
30,3,1,9,5,1,0,18216,220,54,1
14,3,0,6,6,1,0,17161,205,49,0
18,4,0,8,13,0,0,17923,202,28,0
11,1,0,8,13,0,0,16673,172,28,0
17,17,0,6,5,0,0,18578,232,59,0
16,3,0,5,10,0,0,17737,227,47,0
13,4,1,11,10,0,0,17600,221,46,1
17,1,1,8,4,2,1,19340,228,76,1
13,0,1,5,4,0,0,18344,239,38,1
17,4,0,1,4,0,0,17810,251,44,0
44,4,0,6,8,0,0,17588,222,47,0
22,3,1,17,1,1,0,19504,226,38,1
37,2,0,3,9,0,0,16488,219,38,0
16,0,0,1,16,1,0,13908,179,36,0
16,3,1,4,6,1,0,18564,234,54,1
12,1,0,6,7,0,0,18149,215,51,0
15,3,1,9,6,0,0,19617,226,44,1
35,4,0,4,7,0,0,17995,241,48,0
13,0,0,8,5,0,0,19524,218,41,1
13,2,0,7,7,0,0,18061,236,48,0
16,3,1,7,6,0,0,18166,236,64,1
23,3,0,9,10,0,0,17730,229,36,1
14,1,1,8,12,1,1,16927,154,53,0
17,2,1,7,4,2,1,19023,237,66,1
17,3,1,5,7,1,0,16534,206,57,0
16,1,0,7,5,1,0,17401,227,52,1
14,1,0,1,11,0,0,16199,201,51,0
36,1,1,5,5,0,0,18197,209,60,1
14,3,0,2,7,1,0,15431,183,59,0
15,2,1,8,8,0,0,18159,235,48,0
11,2,0,4,12,0,0,15227,164,58,0
13,4,0,5,10,0,0,18087,233,64,0
16,5,1,3,9,0,0,15878,211,51,0
16,2,0,2,8,1,1,16676,233,50,0
28,2,0,3,3,0,0,18028,214,54,0
13,3,0,8,13,1,1,17795,228,46,1
14,3,1,6,12,1,0,17409,220,51,0
14,1,0,5,6,0,0,17896,196,43,1
17,2,0,9,7,1,0,18124,218,40,1
21,5,1,5,4,0,0,17853,219,60,0
17,2,0,6,7,0,0,17928,201,49,1
15,1,0,2,8,0,0,16813,202,64,0
18,3,1,13,3,2,1,17943,220,36,1
18,5,1,4,2,1,0,18292,236,58,1
16,2,1,4,4,1,1,17021,221,50,1
15,3,1,9,3,0,0,18383,203,70,1
19,5,0,7,11,1,0,16701,216,30,0
10,1,0,6,6,1,0,19578,214,68,0
48,0,0,10,4,2,1,20040,196,64,1
20,5,0,5,2,0,0,17493,234,47,1
17,0,0,4,2,2,1,19171,231,64,1
14,2,1,5,3,1,0,18669,234,44,1
12,4,0,6,6,0,0,16491,190,36,0
17,1,0,8,4,1,0,18148,201,48,1
15,3,0,1,7,0,0,15833,188,53,0
18,2,1,7,5,1,0,18201,202,55,1
17,1,0,6,9,1,0,18979,222,60,1
14,1,0,4,5,0,0,18715,237,47,0
14,4,1,3,3,0,0,18218,200,63,0
50,1,1,6,12,0,0,17592,198,30,0
165,3,1,11,8,1,0,18352,229,41,1
11,3,1,9,4,1,0,17799,188,58,1
19,2,1,6,3,0,0,19440,238,76,1
14,3,1,11,6,1,0,17829,195,54,1
19,4,1,8,8,0,0,17245,189,41,0
23,3,0,4,2,0,0,17968,243,55,0
15,6,0,2,6,0,0,18365,236,57,1
13,4,0,7,8,1,1,17075,209,52,1
11,2,0,6,8,0,0,17938,233,47,0
19,5,0,10,8,1,0,17415,217,46,1
10,2,0,7,7,2,1,18832,239,64,1
15,7,0,4,2,1,0,17833,236,53,1
17,4,1,4,2,0,0,18319,246,52,1
60,4,1,6,7,1,1,18845,233,65,1
54,4,0,11,6,1,1,18015,226,48,0
14,2,1,9,0,0,0,19170,221,49,1
24,4,1,6,4,0,0,17567,205,52,0
44,5,1,14,12,1,0,18520,204,49,1
18,2,1,4,5,0,0,18388,214,58,1
22,2,1,6,5,1,1,18194,221,43,1
13,1,1,1,2,0,0,18255,246,51,0
69,2,1,5,11,1,0,17179,193,54,0
18,3,1,6,2,1,0,18060,245,52,1
15,3,0,10,7,1,1,19633,240,63,1
14,4,0,3,3,1,0,18807,194,66,1
16,1,0,6,6,1,0,16893,191,40,0
18,2,1,5,3,2,1,17667,217,47,1
108,5,1,6,5,0,0,17711,238,37,1
15,1,1,9,6,0,0,17417,210,38,0
15,4,1,10,4,1,0,18904,212,37,1
12,0,0,3,8,0,0,17143,205,51,0
15,1,0,5,7,1,0,16747,215,52,0
39,1,1,7,4,0,0,19056,207,52,0
22,0,1,4,7,1,1,17075,224,61,1
51,3,0,10,5,1,0,15420,173,40,1
19,2,0,4,7,0,0,18614,234,66,0
15,3,1,9,3,0,0,18664,220,41,1
47,3,1,2,1,1,0,18204,230,65,1
14,0,0,3,4,0,0,17529,226,40,0
49,0,1,4,4,0,0,16504,178,48,0
20,3,0,6,3,0,0,19857,243,64,1
59,2,0,3,6,1,0,17518,238,51,1
16,2,1,9,8,1,1,15616,166,36,0
15,5,1,9,4,1,0,17783,210,41,1
91,4,1,7,6,0,0,18157,227,48,0
16,1,0,6,9,1,0,17114,199,52,1
33,1,0,10,7,1,1,18375,183,51,0
16,0,1,7,3,1,0,17209,228,47,1
18,4,0,4,7,0,0,17177,219,38,0
42,3,0,8,7,1,0,16512,165,39,0
18,3,0,4,7,0,0,17140,208,48,0
19,5,0,6,6,0,0,19237,238,54,1
14,3,1,13,1,1,0,19531,258,56,1
13,1,0,4,5,0,0,18190,217,48,1
15,0,0,10,9,2,1,17904,192,45,0
15,2,0,5,4,0,0,18030,205,43,1
40,2,1,10,2,1,0,18556,203,36,1
15,1,1,8,8,1,1,18151,206,32,0
