1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
ANETH,PARADOX (DESERT CREEK) (ANETH UNIT),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.3038,-109.2469,OIL,1995.0,ENHANCED OIL RECOVERY,MATURE,,200.00,200.0,0.0,1995.0,4316.0,91.4,1959.0,27410.0,ONSHORE,-4750.0,122.0,930.0,2170.0,930.0,1998.0,2700.0,GAS DRIVE,2121:ORGANIC BUILDUP,5470.0,720.0,2.0,260.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,180.0,81.0,0.45,15.24,CARBONATES,PACKSTONE/GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,MOLDIC/SHELTER,10.0,15.0,,41.0,,0.53,28.0,0.2,10.8,0.0,660.0,,1.35,1739.0,10.0,150000.0,23.3,421.0,164.0,15.0,,15.0,39.0,,35.39,,35.0,0.04,1.1,1962-02,CONTINUOUS WATER INJECTION,1998,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,PUMP SIZE OPTIMIZATION/RE-COMPLETION
APPLETON,SMACKOVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,31.2486,-87.136,OIL,2011.0,PRIMARY RECOVERY,MATURE,14.0,6.00,2.0,160.0,2011.0,15.0,51.6,1988.0,1325.0,ONSHORE,-200.0,279.0,12920.0,6270.0,12920.0,1987.0,5871.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,12717.0,12517.0,2.5,190.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,TIGHT CARBONATENONE,200.0,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/PELOID,,INTERCRYSTALLINE/SHELTER,16.0,200.0,,51.7,,,,1.75,,0.0,1594.0,,,3028.0,,,,3.8,2.85,0.05,,75.0,75.0,,73.68,,,,0.48,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,,SIDETRACKING
ARDMORE,ZECHSTEIN,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,56.1719,2.7673,OIL,2005.0,ABANDONED,,,13.00,,0.0,2005.0,2215.0,,1976.0,22688.0,OFFSHORE,260.0,207.4841364613764,,5270.0,8900.0,1991.0,3600.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,8390.0,8650.0,4.0,780.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,80.0,,,,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,CHANNEL/VUGGY,12.0,,,37.0,,0.75,,6.21,,0.0,300.0,,1.26,1152.0,54.0,35000.0,,261.0,80.0,0.0,,30.7,30.7,,30.65,,43.0,0.03,6.2,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ESP/GAS LIFT,,HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING
ARENQUE,LOWER TAMAULIPAS,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,22.2569,-97.5083,OIL,2008.0,DEVELOPING,MATURE,,,,0.0,2008.0,,,,,OFFSHORE,180.0,257.0,10990.0,8648.0,10990.0,,,GAS DRIVE,1142:BASEMENT-DRAPE ANTICLINE,10270.0,10450.0,4.0,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,290.0,37.7,0.13,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,11.0,1.0,,22.0,,,,0.0,,0.0,,,,,,55000.0,26.0,433.0,70.0,,,,16.2,,0.69,,,,,,,,,,,,,,,
ARENQUE,SAN ANDRES,1P ,MEXICO,LATIN AMERICA,TAMPICO-MISANTLA,22.2569,-97.5083,OIL,2008.0,SECONDARY RECOVERY,MATURE,38.0,29.00,20.0,160.0,2008.0,6355.0,,1977.0,24750.0,OFFSHORE,180.0,257.0,10990.0,8648.0,10990.0,,,AQUIFER DRIVE,2232:ONLAP ONTO STRUCTURAL FLANK UNCONFORMITY,10765.0,10945.0,4.0,330.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,260.0,96.2,0.37,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,,INTERPARTICLE,18.0,9.0,,34.0,,,,0.0,,0.0,1400.0,,,5475.0,,60000.0,30.0,600.0,150.0,,,,25.0,,17.0,,,,,1980,CONTINUOUS WATER INJECTION,,,DRILLING,HORIZONTAL WELL,,,,,
ARLAN,KASHIRA-PODOL,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,55.8569,54.3689,OIL,2000.0,SECONDARY RECOVERY,DECLINE,,,,45.0,2000.0,,,,,ONSHORE,-490.0,64.0,2300.0,1494.0,2300.0,,,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,2750.0,2260.0,1.5,130.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATELATERAL FACIES CHANGE,141.0,,,7.92,CARBONATES,PACKSTONE/GRAINSTONE,,,INTERPARTICLE,19.0,24.0,,32.0,1.25,25.0,0.7,6.4,11.0,43.5,71.0,,1.05,558.0,,9116.0,20.0,1310.0,250.0,185.0,,,19.0,,4.96,,,,,,CONTINUOUS WATER INJECTION,,,,,,,,,
ARUN,PEUTU (ARUN LIMESTONE),1P ,INDONESIA,ASIA-PACIFIC,SUMATRA NORTH,5.0542,97.2583,GAS-CONDENSATE,2012.0,SECONDARY RECOVERY,DECLINE,118.0,102.00,76.0,30.0,2012.0,,,1992.0,519221.0,ONSHORE,-39.0,351.0,10050.0,7115.0,10050.0,2008.0,297.0,GAS DRIVE,2121:ORGANIC BUILDUP,9500.0,9461.0,0.0,1050.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,770.0,539.0,0.7,152.4,CARBONATES,BOUNDSTONE,ALGAE/CORAL,,MICROPOROSITY,16.0,13.5,,56.0,0.81,,,0.02,67.3,18.28,,50.4,,,,14000.0,10.7,2640.0,3347.0,,1536.0,,,94.0,,84.52,,,,1977-07,GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/ACID FRACTURING,,,,ACID WASH/COILED TUBING TREATMENT/SIDETRACKING
ASAB,THAMAMA ZONES A-C,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,23.298,54.2216,OIL,1998.0,SECONDARY RECOVERY,SECONDARY DECLINE,340.0,300.00,99.0,250.0,1998.0,216796.0,,1976.0,410121.0,ONSHORE,-350.0,250.0,7700.0,3930.0,7700.0,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7770.0,7420.0,3.0,530.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATERESERVOIR BODY BOUNDARY,274.0,250.0,0.91,76.2,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,,INTERPARTICLE,30.0,20.0,,41.0,,0.3,66.0,0.94,,0.0,850.0,,1.6,2220.0,10.0,170000.0,,15000.0,6750.0,4249.0,,20.0,45.0,,16.67,,,,50.0,1976,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP/GAS LIFT,,ACID WASH/RE-COMPLETION/SIDETRACKING/WATER PLUGGING
ASHTART,EL GARIA,1P ,TUNISIA,AFRICA,PELAGIAN,34.29,11.3989,OIL,2009.0,SECONDARY RECOVERY,DECLINE,79.0,32.00,29.0,247.0,2012.0,5942.0,73.4,1979.0,47331.0,OFFSHORE,220.0,291.0,9508.0,4187.0,9508.0,1980.0,2695.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,8737.0,8957.0,3.0,860.0,PALEOGENE,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,,219.82,,,CARBONATES,PACKSTONE,NUMMULITE,TYPE IV,MICROPOROSITY,17.2,42.0,35.0,29.6,,0.56,71.0,0.9,66.4,4.4,511.0,,1.25,2239.0,48.2,26000.0,26.3,944.0,350.0,38.0,,18.0,37.0,,33.05,,25.0,0.2,11.0,1975,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ESP/GAS LIFT,,RE-COMPLETION/SIDETRACKING
ASTRAKHAN,PRIKAMA-SEVEROKEL TMA-KRASNAYA POLYANA,1P ,KAZAKHSTAN-RUSSIAN FEDERATION,FORMER SOVIET UNION,CASPIAN NORTH,46.7883,48.0831,GAS-CONDENSATE,2000.0,PRIMARY RECOVERY,SECONDARY PEAK OR PLATEAU,,164.00,,0.0,2008.0,193370.0,,1988.0,331340.0,ONSHORE,-300.0,218.0,12631.0,9079.0,12631.0,,,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,12734.0,12434.0,0.2,928.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,500.0,118.11,0.23,36.0,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,TYPE II,INTERPARTICLE,9.0,2.0,,43.0,1.02,,,0.0,56.5,39.3,,71.0,,,,93500.0,15.5,,17570.0,,82640.0,,,,,,,,,,,,,,,,,,,
AUK,ZECHSTEIN,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,56.4125,2.0286,OIL,2003.0,PRIMARY RECOVERY,MATURE,,,,425.0,2003.0,1048.37,,1977.0,48051.0,OFFSHORE,256.0,215.0,7600.0,4067.0,7600.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,7044.0,7300.0,1.5,450.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE,30.0,30.0,1.0,9.14,CARBONATES,MUDSTONE/BRECCIA,,TYPE IV,MOLDIC/VUGGY,13.0,53.0,,38.0,,1.07,58.8,13.4,,0.0,190.0,,1.15,700.0,48.0,105000.0,35.0,,90.0,4.85,,,,,,,,,25.0,,,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,ESP/HYDRAULIC JET PUMP,,COILED TUBING TREATMENT/RE-COMPLETION/SHUT-IN WELL REOPEN/STEP-OUT DEVELOPMENT DRILLING
AWALI,ARAB D,1P ,BAHRAIN,MIDDLE EAST,THE GULF,26.0333,50.5333,OIL,1988.0,SECONDARY RECOVERY,MATURE,,21.00,21.0,63.0,1988.0,2700.0,,,,ONSHORE,-443.0,196.0,4500.0,2310.0,4500.0,1988.0,2130.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,4843.0,4400.0,,165.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATESEALING FAULT,,,,19.81,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,INTERPARTICLE,26.0,250.0,,36.0,,0.44,568.18,1.0,,0.0,752.0,,1.4,2310.0,,25000.0,40.0,243.0,,,,,19.0,,14.08,,,,,1986,GAS INJECTION,,,STIMULATION,,ACIDIZATION,,,,
AWALI,KHUFF,1P ,BAHRAIN,MIDDLE EAST,THE GULF,26.0333,50.5333,GAS,1994.0,PRIMARY RECOVERY,MATURE,,20.00,20.0,0.0,1994.0,113356.0,,,,ONSHORE,-443.0,261.0,10000.0,6367.0,10000.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,8943.0,8500.0,,2500.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,2100.0,882.0,0.42,135.64,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,11.0,25.0,,0.0,0.68,,,0.0,,17.56,,6.0,,,,,,3333.0,2400.0,,,,,72.0,,15.0,,,,,,,,STIMULATION,,ACIDIZATION,,,,
AWALI,MAUDDUD,1P ,BAHRAIN,MIDDLE EAST,THE GULF,26.0333,50.5333,OIL,2007.0,SECONDARY RECOVERY,MATURE,,431.00,144.0,35.0,2007.0,12036.0,88.2,1968.0,30505.0,ONSHORE,-443.0,140.0,1900.0,1236.0,1900.0,2007.0,960.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,2233.0,1790.0,5.0,410.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATESEALING FAULT,110.0,110.0,1.0,33.53,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,MOLDIC/VUGGY,25.0,63.0,,34.0,,2.25,28.0,2.1,,0.0,128.0,,1.1,358.0,,,9.1,2000.0,700.0,222.0,,,35.0,,23.9,,41.0,-0.09,1.6,1938-04,GAS INJECTION,1999,CHEMICAL,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,ROD PUMP/GAS LIFT,,GAS CONING CONTROL/GAS SHUT-OFF
BAB,THAMAMA ZONE B,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,23.875,53.5375,OIL,1998.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,449.0,270.00,155.0,518.0,1998.0,229690.0,,1997.0,237433.0,ONSHORE,-425.0,250.0,8300.0,4178.0,8300.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,8460.0,8035.0,1.0,590.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE, RESERVOIR BODY BOUNDARY,144.0,127.0,0.88,38.71,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,,INTERPARTICLE,25.0,30.0,,40.6,,,,1.07,76.4,6.330000000000001,1200.0,,1.73,,,,,,,9819.0,,,44.0,,4.72,,,,40.74,1974,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,,,COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/SAND CLEANING/SHUT-IN WELL REOPEN/SIDETRACKING
BADEJO,EMBORE (SIRI),2P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.697,-40.8284,OIL,2012.0,DEVELOPMENT PENDING,,1.0,,,0.0,,1108.0,,,,OFFSHORE,278.87,136.73479000081187,,1603.2897752902213,,,,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,2641.08,2919.95,,492.0,NEOGENE/PALEOGENE,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,820.0,,,,CARBONATES,RUDSTONE/BOUNDSTONE,ALGAE,,INTERPARTICLE,20.0,80.0,,12.3,,320.0,,0.0,,0.0,120.0,,,1266.0,,,17.0,2785.0,270.0,270.0,,,10.0,,0.0,,,,,,,,,DRILLING/SAND CONTROL,HORIZONTAL WELL,,,ESP,,
BADEJO,LAGOA FEIA (COQUEIROS),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.697,-40.8284,OIL,1997.0,PRIMARY RECOVERY,,23.0,6.00,6.0,148.0,1997.0,1108.0,,1986.0,9300.0,OFFSHORE,278.87,204.96990918357585,,4801.673070371696,,,,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,8185.7,8464.57,4.0,525.0,CRETACEOUS,15:LACUSTRINE CARBONATE,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,492.0,100.0,,30.48,CARBONATES,RUDSTONE,PELECYPOD,,MOLDIC/VUGGY,12.0,120.0,,32.0,,,,0.0,,0.0,,,,,,,27.0,116.0,35.0,0.0,,,30.2,,30.17,,,,,,,,,STIMULATION,,ACIDIZATION/ACID FRACTURING,,,,
BAI HASSAN,MAIN LIMESTONE,1P ,IRAQ,MIDDLE EAST,ZAGROS,35.6378,44.0272,OIL,1998.0,PRIMARY RECOVERY,,,,63.0,0.0,1998.0,90000.0,,1969.0,60000.0,ONSHORE,-760.0,130.0,3860.0,2130.0,3860.0,1961.0,2078.0,GAS DRIVE,1112:FORELAND ANTICLINE,2510.0,1750.0,,2750.0,NEOGENE/PALEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE, NON-FRACTURED ZONE,900.0,200.0,0.2,60.96,CARBONATES,PACKSTONE/GRAINSTONE/RUDSTONE,ALGAE/CORAL,TYPE IV,MOLDIC,20.0,50.0,,33.5,,9.95,5.02,2.6,,0.0,575.0,,1.31,2130.0,-20.2,,,,3733.0,,,,15.0,,2.16,,,,,,,,,,,,,,,
BARNOWKO-MOSTNO-BUSZEWO,MAIN DOLOMITE,1P ,POLAND,EUROPE,SZCZECIN TROUGH,52.75,16.7333,OIL,2011.0,PRIMARY RECOVERY,,40.0,37.00,37.0,110.0,2010.0,7836.0,,,,ONSHORE,-300.0,228.52832953547824,,8020.0,9840.0,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,10100.0,9744.0,2.0,450.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,164.0,,,67.06,CARBONATES,PACKSTONE/GRAINSTONE/BRECCIA,PELOID,,INTERPARTICLE,19.0,25.0,,42.0,,,,0.0,,56.0,,27.0,,8020.0,,,,570.0,107.0,,,,15.0,28.5,,,,,1.58,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/SCALE INHIBITOR TREATMENT,,,,COILED TUBING TREATMENT
BATI RAMAN,GARZAN,1P ,TURKEY,MIDDLE EAST,TAURUS,37.8042,41.1311,OIL,2007.0,SECONDARY RECOVERY,SECONDARY REJUVENATING,,260.00,193.0,37.0,2007.0,7646.0,,1992.0,13905.0,ONSHORE,-2920.0,160.0,1968.0,1800.0,1968.0,,,GAS DRIVE,1111:THRUST ANTICLINE,4298.0,1378.0,3.5,690.0,CRETACEOUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE/NON-FRACTURED ZONE,240.0,189.6,0.79,54.86,CARBONATES,PACKSTONE,MOLLUSCS/RUDIST,TYPE IV,MOLDIC/VUGGY,18.0,58.0,350.0,13.3,,592.0,0.09,5.7,,0.0,18.0,,1.03,160.0,,100000.0,21.0,1850.0,185.0,88.0,,1.5,10.0,,5.24,,41.0,-0.04,,1971,CONTINUOUS WATER INJECTION/CO2 IMMISCIBLE INJECTION/WAG IMMISCIBLE INJECTION,1969,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ROD PUMP/PCP,,
BEAVER LODGE,DUPEROW,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,48.2713,-102.9547,OIL,2009.0,SECONDARY RECOVERY,SECONDARY DECLINE,72.0,40.00,39.0,160.0,2009.0,1862.0,83.8,1979.0,6418.0,ONSHORE,-2317.0,251.0,8125.0,4800.0,8125.0,2002.0,4129.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,10125.0,7903.0,,,DEVONIAN,13:ORGANIC BUILDUP,,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE,151.0,,,13.11,CARBONATES,FLOATSTONE/RUDSTONE/BOUNDSTONE,CORAL/STROMATOPOROID,TYPE IV,INTERPARTICLE,13.0,3.6,5.0,40.5,,0.23,21.7,2.6,,2.6,1072.0,,1.68,3205.0,70.0,329000.0,17.0,230.0,75.0,4.2,,,32.6,,30.78,,41.0,0.03,1.88,1963,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,,,
BEAVER LODGE,MISSION CANYON (MADISON),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,48.2713,-102.9547,OIL,2009.0,SECONDARY RECOVERY,SECONDARY DECLINE,216.0,196.00,24.0,40.0,2009.0,673.0,96.26,1955.0,10868.0,ONSHORE,-2317.0,151.0,6100.0,3821.0,6100.0,2006.0,1800.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8477.0,6160.0,0.7,188.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,120.0,,,20.12,CARBONATES,WACKESTONE/PACKSTONE,BRACHIOPOD/CRINOID,TYPE II,INTERPARTICLE,6.0,2.1,,43.0,,0.23,9.1,0.24,74.0,4.3,1175.0,,1.4,3220.0,0.0,280000.0,42.0,175.2,57.0,0.98,,,32.5,,31.96,,39.0,0.01,0.29,1959,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP/GAS LIFT,,
BEAVER RIVER,NAHANNI (MANETOE),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,59.973,-124.2914,GAS,2012.0,TEMPORARILY SHUT-IN,PRIMARY REJUVENATING,9.0,9.00,0.0,0.0,2012.0,0.0,,1972.0,30840.0,ONSHORE,-2600.0,342.0,10230.0,5857.0,10230.0,,,AQUIFER DRIVE,1112:FORELAND ANTICLINE,10375.0,8775.0,30.0,2950.0,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNONE,,,,,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/FORAMINIFERA,TYPE II,VUGGY,2.7,20.0,,0.0,0.65,,,0.5,92.5,7.3,,,,,,30000.0,20.0,243.0,42.0,,65.0,,,17.0,,12.67,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,RE-COMPLETION
BEECHER ISLAND,NIOBRARA,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,DENVER,39.8847,-102.1621,GAS,2012.0,PRIMARY RECOVERY,DECLINE,492.0,,456.0,40.0,2012.0,,,2008.0,,ONSHORE,-3550.0,82.0,-2150.0,345.0,-2150.0,,,GAS DRIVE,1173:SALT DISSOLUTION ANTICLINE,1408.0,-2142.0,1.8,200.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULT,,,,,CARBONATES,MUDSTONE,COCCOLITH/FORAMINIFERA/PELOID,TYPE III,MICROPOROSITY,40.0,5.0,0.6,0.0,,,,0.0,97.0,3.0,,,,,,,50.0,,,,29.0,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION
BERLIN,ATOKA DOLOMITE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,35.4893,-99.4984,GAS,1988.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,49.0,49.00,42.0,320.0,1988.0,5834.0,,1983.0,8835.0,ONSHORE,-2080.0,253.0,12900.0,11200.0,12900.0,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,15380.0,13300.0,2.0,1250.0,CARBONIFEROUS,14:FORESLOPE-BASIN,LAYER-CAKE,SHALELATERAL FACIES CHANGE,160.0,25.0,,7.62,CARBONATES,,,,INTERCRYSTALLINE,8.1,0.1,,0.0,0.59,,,0.0,96.0,2.0,,2.4,,,,,45.0,75.0,60.0,,,,,80.0,,22.44,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,SIDETRACKING
